instname,n,p,q,nonzeroA,nonzeroG,cbfbytes,epinormeucldim,epinorminfdim,epinormspectraldim,epiperexpdim,epipersquaredim,hypogeomeandim,hypoperlogdim,hypoperlogdettridim,nonnegativedim,nonpositivedim,semidefiniterealdim,semidefinitecomplexdim,powerdim,wsospolyinterprealdim,wsospolyinterpcomplexdim,epinormeucl,epinorminf,epinormspectral,epiperexp,epipersquare,hypogeomean,hypoperlog,hypoperlogdettri,nonnegative,nonpositive,semidefinitereal,semidefinitecomplex,power,wsospolyinterpreal,wsospolyinterpcomplex,isdiscrete
infeas_messy_20_10_60,55,20,55,1099,55,4812,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_61,55,20,55,1098,55,4818,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_62,55,20,55,1099,55,4790,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_63,55,20,55,1099,55,4762,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_64,55,20,55,1097,55,4768,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_65,55,20,55,1099,55,4780,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_66,55,20,55,1097,55,4778,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_67,55,20,55,1100,55,4806,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_68,55,20,55,1100,55,4786,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_69,55,20,55,1100,55,4767,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_7,55,20,55,1099,55,4756,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_70,55,20,55,1097,55,4755,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_71,55,20,55,1099,55,4759,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_72,55,20,55,1099,55,4785,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_73,55,20,55,1099,55,4751,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_74,55,20,55,1100,55,4775,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_75,55,20,55,1099,55,4755,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_76,55,20,55,1099,55,4763,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_77,55,20,55,1100,55,4805,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_78,55,20,55,1099,55,4761,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_79,55,20,55,1100,55,4802,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_8,55,20,55,1097,55,4753,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_80,55,20,55,1100,55,4831,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_81,55,20,55,1099,55,4752,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_82,55,20,55,1100,55,4779,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_83,55,20,55,1097,55,4772,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_84,55,20,55,1100,55,4843,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_85,55,20,55,1100,55,4781,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_86,55,20,55,1100,55,4816,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_87,55,20,55,1099,55,4794,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_88,55,20,55,1100,55,4784,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_89,55,20,55,1098,55,4747,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_9,55,20,55,1099,55,4747,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_90,55,20,55,1097,55,4767,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_91,55,20,55,1098,55,4776,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_92,55,20,55,1098,55,4740,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_93,55,20,55,1097,55,4823,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_94,55,20,55,1099,55,4799,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_95,55,20,55,1099,55,4775,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_96,55,20,55,1100,55,4825,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_97,55,20,55,1098,55,4788,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_98,55,20,55,1100,55,4770,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
infeas_messy_20_10_99,55,20,55,1099,55,4782,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,false
integrated_KleinesBeispiel_02_6,32549,6545,61476,50603,199066,717929,0,0,0,0,4564,0,0,0,31802,25110,0,0,0,0,0,0,0,0,0,326,0,0,0,1,1,0,0,0,0,0,true
integrated_Timo-Test-ST-01_1,23765,4279,45356,38846,133915,502658,0,0,0,0,2702,0,0,0,23291,19363,0,0,0,0,0,0,0,0,0,193,0,0,0,1,1,0,0,0,0,0,true
isil01,393,261,468,879,1254,9329,0,0,0,0,0,0,261,0,0,207,0,0,0,0,0,0,0,0,0,0,0,87,0,0,1,0,0,0,0,0,false
jha88,1131,825,866,1875,1130,11394,0,0,0,0,0,0,825,0,0,41,0,0,0,0,0,0,0,0,0,0,0,275,0,0,1,0,0,0,0,0,false
joint_FC_12,539709,410452,480121,1567692,638985,8937679,159336,0,0,0,0,0,0,0,107517,213268,0,0,0,0,0,53112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_FC_5,539709,410452,480121,1567692,638985,8937791,159336,0,0,0,0,0,0,0,107517,213268,0,0,0,0,0,53112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_FC_7,539709,410452,480121,1567692,638985,8937707,159336,0,0,0,0,0,0,0,107517,213268,0,0,0,0,0,53112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_FC_8,539709,410452,480121,1567692,638985,8937663,159336,0,0,0,0,0,0,0,107517,213268,0,0,0,0,0,53112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_FC_9,539709,410452,480121,1567692,638985,8937667,159336,0,0,0,0,0,0,0,107517,213268,0,0,0,0,0,53112,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_01,1362569,1036360,1207121,3960726,1609345,22552110,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_02,1362569,1036360,1207121,3960726,1609345,22552097,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_03,1362569,1036360,1207121,3960726,1609345,22552107,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_04,1362569,1036360,1207121,3960726,1609345,22552108,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_05,1362569,1036360,1207121,3960726,1609345,22552107,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_12,1362569,1036360,1207121,3960726,1609345,22552107,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_13,1362569,1036360,1207121,3960726,1609345,22552112,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_14,1362569,1036360,1207121,3960726,1609345,22552105,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_18,1362569,1036360,1207121,3960726,1609345,22552108,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_23,1364059,1037554,1210101,3963558,1612325,22609337,403416,0,0,0,0,0,0,0,269467,537218,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_24,1364109,1037594,1210201,3963718,1612425,22601053,403416,0,0,0,0,0,0,0,269517,537268,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_25,1364459,1037874,1210901,3964838,1613125,22636770,403416,0,0,0,0,0,0,0,269867,537618,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_26,1364509,1037914,1211001,3964998,1613225,22594381,403416,0,0,0,0,0,0,0,269917,537668,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_27,1364859,1038194,1211701,3966118,1613925,22615955,403416,0,0,0,0,0,0,0,270267,538018,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_28,1365259,1038514,1212501,3967398,1614725,22642427,403416,0,0,0,0,0,0,0,270667,538418,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
joint_HO_29,1362569,1036360,1207121,3960726,1609345,22552108,403416,0,0,0,0,0,0,0,267977,535728,0,0,0,0,0,134472,0,0,0,0,0,0,0,1,1,0,0,0,0,0,false
kpart_2g_4_164_k3_5_6,120,0,408,0,840,3470,0,0,0,0,0,0,0,0,272,0,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_5_25_k3_8_9,300,0,975,0,2100,8820,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k10_3_4,630,0,1998,0,4410,18466,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k18_2_2,630,0,1998,0,4410,18468,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k2_18_18,630,0,1998,0,4410,18460,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k3_12_12,630,0,1998,0,4410,18461,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k4_9_9,630,0,1998,0,4410,18464,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k5_7_8,630,0,1998,0,4410,18462,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k6_6_6,630,0,1998,0,4410,18462,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k7_5_6,630,0,1998,0,4410,18465,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k8_4_5,630,0,1998,0,4410,18466,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_6_701_k9_4_4,630,0,1998,0,4410,18462,0,0,0,0,0,0,0,0,1332,0,666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2g_7_77_k3_16_17,1176,0,3675,0,8232,34502,0,0,0,0,0,0,0,0,2450,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k10_2_3,300,0,975,0,2100,8558,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k2_12_13,300,0,975,0,2100,8540,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k3_8_9,300,0,975,0,2100,8539,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k4_6_7,300,0,975,0,2100,8543,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k5_5_5,300,0,975,0,2100,8544,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k6_4_5,300,0,975,0,2100,8543,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k7_3_4,300,0,975,0,2100,8546,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k8_3_4,300,0,975,0,2100,8551,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_2pm_5_55_k9_2_3,300,0,975,0,2100,8555,0,0,0,0,0,0,0,0,650,0,325,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k10_3_4,496,0,1584,0,3472,14587,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k16_2_2,496,0,1584,0,3472,14598,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k2_16_16,496,0,1584,0,3472,14578,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k3_10_11,496,0,1584,0,3472,14580,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k4_8_8,496,0,1584,0,3472,14584,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k5_6_7,496,0,1584,0,3472,14580,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k6_5_6,496,0,1584,0,3472,14580,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k7_4_5,496,0,1584,0,3472,14585,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k8_4_4,496,0,1584,0,3472,14587,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3g_244_244_k9_3_4,496,0,1584,0,3472,14583,0,0,0,0,0,0,0,0,1056,0,528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k10_2_3,276,0,900,0,1932,7871,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k12_2_2,276,0,900,0,1932,7870,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k2_12_12,276,0,900,0,1932,7860,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k3_8_8,276,0,900,0,1932,7864,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k4_6_6,276,0,900,0,1932,7869,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k5_5_6,276,0,900,0,1932,7865,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k6_4_4,276,0,900,0,1932,7864,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k7_3_4,276,0,900,0,1932,7872,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k8_3_3,276,0,900,0,1932,7871,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_3pm_234_234_k9_2_3,276,0,900,0,1932,7867,0,0,0,0,0,0,0,0,600,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_20_k3_6_7,190,0,630,0,1330,5959,0,0,0,0,0,0,0,0,420,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_30_k3_10_10,435,0,1395,0,3045,13803,0,0,0,0,0,0,0,0,930,0,465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_40_k3_13_14,780,0,2460,0,5460,24154,0,0,0,0,0,0,0,0,1640,0,820,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_50_k3_16_17,1225,0,3825,0,8575,38470,0,0,0,0,0,0,0,0,2550,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k10_6_6,1770,0,5490,0,12390,57352,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k15_4_4,1770,0,5490,0,12390,57347,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k20_3_3,1770,0,5490,0,12390,57347,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k2_30_30,1770,0,5490,0,12390,57346,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k30_2_2,1770,0,5490,0,12390,57401,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k3_20_20,1770,0,5490,0,12390,57348,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k4_15_15,1770,0,5490,0,12390,57356,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k5_12_12,1770,0,5490,0,12390,57349,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k6_10_10,1770,0,5490,0,12390,57342,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k7_8_9,1770,0,5490,0,12390,57349,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k8_7_8,1770,0,5490,0,12390,57352,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_60_k9_6_7,1770,0,5490,0,12390,57345,0,0,0,0,0,0,0,0,3660,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
kpart_clique_70_k3_23_24,2415,0,7455,0,16905,78824,0,0,0,0,0,0,0,0,4970,0,2485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,true
m3,33,1,95,5,210,909,18,0,0,0,0,0,0,0,77,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m6,99,1,293,9,774,2828,36,0,0,0,0,0,0,0,257,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m7,129,1,383,11,1042,3758,42,0,0,0,0,0,0,0,341,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m7_ar25_1,127,2,436,13,1222,4468,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m7_ar2_1,127,2,436,13,1222,4503,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m7_ar3_1,127,2,436,13,1222,4490,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m7_ar4_1,127,2,436,13,1222,4470,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
m7_ar5_1,127,2,436,13,1222,4498,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
mra01,3681,2715,2798,7060,3620,36860,0,0,0,0,0,0,2715,0,0,83,0,0,0,0,0,0,0,0,0,0,0,905,0,0,1,0,0,0,0,0,false
mra02,14606,10860,11105,35570,14480,166091,0,0,0,0,0,0,10860,0,0,245,0,0,0,0,0,0,0,0,0,0,0,3620,0,0,1,0,0,0,0,0,false
nb,2383,123,2383,191519,2383,860908,2379,0,0,0,0,0,0,0,4,0,0,0,0,0,0,793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
nb_L1,3176,915,3176,192312,3176,874224,2379,0,0,0,0,0,0,0,797,0,0,0,0,0,0,793,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
nb_L2,4195,123,4195,402285,4195,2246739,4191,0,0,0,0,0,0,0,4,0,0,0,0,0,0,839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
nb_L2_bessel,2641,123,2641,208817,2641,963135,2637,0,0,0,0,0,0,0,4,0,0,0,0,0,0,839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,false
netmod_dol2,2005,447,4912,2815,18194,71105,18,0,0,0,0,0,0,0,4894,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
netmod_kar1,461,43,1167,601,1787,9164,12,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
netmod_kar2,461,43,1167,601,1787,9164,12,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
no7_ar25_1,127,2,436,21,1222,4528,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
no7_ar2_1,127,2,436,21,1222,4505,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
no7_ar3_1,127,2,436,21,1222,4528,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
no7_ar4_1,127,2,436,21,1222,4485,42,0,0,0,0,0,0,0,394,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,true
